itemId,name,category
1847,Heavy Steel Lance,Lancer's Arm
1850,Yarzonshell Harpoon,Lancer's Arm
1855,Mythril Lance,Lancer's Arm
1862,Cobalt Halberd,Lancer's Arm
1867,Cobalt Trident,Lancer's Arm
1871,Vintage Guisarme,Lancer's Arm
1872,Hart Guisarme,Lancer's Arm
1875,Giantsgall Trident,Lancer's Arm
1879,Champion's Lance,Lancer's Arm
1882,Obelisk,Lancer's Arm
1891,Maple Shortbow,Archer's Arm
1892,Maple Longbow,Archer's Arm
1893,Plumed Maple Shortbow,Archer's Arm
1894,Wrapped Maple Longbow,Archer's Arm
1895,Ash Shortbow,Archer's Arm
1897,Elm Longbow,Archer's Arm
1899,Elm Velocity Bow,Archer's Arm
1905,Wrapped Elm Longbow,Archer's Arm
1908,Ash Composite Bow,Archer's Arm
1915,Ash Cavalry Bow,Archer's Arm
1917,Oak Longbow,Archer's Arm
1920,Mythril Cavalry Bow,Archer's Arm
1925,Oak Composite Bow,Archer's Arm
1932,Cobalt Cavalry Bow,Archer's Arm
1937,Yew Longbow,Archer's Arm
1941,Vintage Bow,Archer's Arm
1942,Crab Bow,Archer's Arm
1945,Giantsgall Longbow,Archer's Arm
1949,Longarm's Composite Bow,Archer's Arm
1953,Sarnga,Archer's Arm
1958,Maple Wand,One–handed Conjurer's Arm
1959,Whispering Maple Wand,One–handed Conjurer's Arm
1960,Budding Maple Wand,One–handed Conjurer's Arm
1961,Ash Wand,One–handed Conjurer's Arm
1963,Budding Ash Wand,One–handed Conjurer's Arm
1965,Whispering Ash Wand,One–handed Conjurer's Arm
1967,Yew Wand,One–handed Conjurer's Arm
1969,Budding Yew Wand,One–handed Conjurer's Arm
1971,Budding Oak Wand,One–handed Conjurer's Arm
1974,Wand of Frost,One–handed Conjurer's Arm
1976,Wand of Tremors,One–handed Conjurer's Arm
1978,Wand of Tides,One–handed Conjurer's Arm
1981,Wand of Flames,One–handed Conjurer's Arm
1983,Wand of Gales,One–handed Conjurer's Arm
1985,Wand of Storms,One–handed Conjurer's Arm
1987,Budding Rosewood Wand,One–handed Conjurer's Arm
1996,Maple Cane,Two–handed Conjurer's Arm
1997,Maple Crook,Two–handed Conjurer's Arm
1998,Ash Radical,Two–handed Conjurer's Arm
2000,Elm Cane,Two–handed Conjurer's Arm
2002,Elm Crook,Two–handed Conjurer's Arm
2004,Yew Radical,Two–handed Conjurer's Arm
2010,Pastoral Yew Cane,Two–handed Conjurer's Arm
2011,Yew Crook,Two–handed Conjurer's Arm
2015,Walnut Cane,Two–handed Conjurer's Arm
2021,Plumed Yew Crook,Two–handed Conjurer's Arm
2023,Oak Radical,Two–handed Conjurer's Arm
2026,Pastoral Oak Cane,Two–handed Conjurer's Arm
2030,Sprouting Rosewood Radical,Two–handed Conjurer's Arm
2039,Jade Crook,Two–handed Conjurer's Arm
2041,Vintage Cane,Two–handed Conjurer's Arm
2044,Pastoral Mahogany Cane,Two–handed Conjurer's Arm
2047,Tane Mahuta,Two–handed Conjurer's Arm
2048,Giantsgall Cane,Two–handed Conjurer's Arm
2049,Madman's Whispering Rod,Two–handed Conjurer's Arm
2051,Alkalurops,Two–handed Conjurer's Arm
2056,Bone Brand,One–handed Thaumaturge's Arm
2057,Copper Scepter,One–handed Thaumaturge's Arm
2058,Bronze Scepter,One–handed Thaumaturge's Arm
2059,Brass Cudgel,One–handed Thaumaturge's Arm
2061,Decorated Copper Scepter,One–handed Thaumaturge's Arm
2063,Wind Brand,One–handed Thaumaturge's Arm
2066,Ice Brand,One–handed Thaumaturge's Arm
2069,Silver Scepter,One–handed Thaumaturge's Arm
2071,Earth Brand,One–handed Thaumaturge's Arm
2076,Decorated Silver Scepter,One–handed Thaumaturge's Arm
2078,Fire Brand,One–handed Thaumaturge's Arm
2083,Lightning Brand,One–handed Thaumaturge's Arm
2088,Electrum Scepter,One–handed Thaumaturge's Arm
2093,Vintage Cudgel,One–handed Thaumaturge's Arm
2094,Water Brand,One–handed Thaumaturge's Arm
2097,Jade Scepter,One–handed Thaumaturge's Arm
2102,Sanguine Scepter,One–handed Thaumaturge's Arm
2106,Bone Staff,Two–handed Thaumaturge's Arm
2107,Ramhorn Staff,Two–handed Thaumaturge's Arm
2108,Decorated Bone Staff,Two–handed Thaumaturge's Arm
2109,Toothed Ramhorn Staff,Two–handed Thaumaturge's Arm
2111,Staghorn Staff,Two–handed Thaumaturge's Arm
2116,Sanguine Horn Staff,Two–handed Thaumaturge's Arm
2118,Toothed Staghorn Staff,Two–handed Thaumaturge's Arm
2121,Goathorn Staff,Two–handed Thaumaturge's Arm
2123,Toothed Goathorn Staff,Two–handed Thaumaturge's Arm
2125,Horn Staff,Two–handed Thaumaturge's Arm
2130,Black Horn Staff,Two–handed Thaumaturge's Arm
2133,Ivory Staff,Two–handed Thaumaturge's Arm
2136,Giantsgall Longstaff,Two–handed Thaumaturge's Arm
2139,Astrolabe,Two–handed Thaumaturge's Arm
2143,Leather Grimoire,Arcanist's Grimoire
2144,Maple Picatrix,Arcanist's Grimoire
2145,Engraved Leather Grimoire,Arcanist's Grimoire
2146,Ash Picatrix,Arcanist's Grimoire
2147,Hard Leather Grimoire,Arcanist's Grimoire
2149,Engraved Hard Leather Grimoire,Arcanist's Grimoire
2151,Yew Picatrix,Arcanist's Grimoire
2156,Goatskin Grimoire,Arcanist's Grimoire
2160,Engraved Goatskin Grimoire,Arcanist's Grimoire
2166,Book of Silver,Arcanist's Grimoire
2169,Embossed Book of Silver,Arcanist's Grimoire
2174,Book of Mythril,Arcanist's Grimoire
2184,Vintage Picatrix,Arcanist's Grimoire
2185,Book of Electrum,Arcanist's Grimoire
2189,Embossed Book of Electrum,Arcanist's Grimoire
2193,Cantamina Thavnaria,Arcanist's Grimoire
2194,Medica Thavnaria,Scholar's Arm
2201,Erudite's Picatrix of Healing,Scholar's Arm
2202,Erudite's Picatrix of Casting,Arcanist's Grimoire
2211,Deus Ex Verbis,Arcanist's Grimoire
2212,Deus Ex Gratia,Scholar's Arm
2219,Square Maple Shield,Shield
2220,Company Escutcheon,Shield
2226,Bronze Hoplon,Shield
2228,Round Shield,Shield
2229,Leather Targe,Shield
2230,Bronze Scutum,Shield
2231,Bronze Buckler,Shield
2233,Square Ash Shield,Shield
2235,Nightprowler's Targe,Duty item
2236,Iron Hoplon,Shield
2238,Vintage Square Shield,Shield
2239,Ironclad Bronze Buckler,Shield
2241,Iron Lantern Shield,Shield
2242,Iron Scutum,Shield
2244,Vintage Hoplon,Shield
2246,Viper-crested Round Shield,Shield
2248,Iron Kite Shield,Shield
2250,Goatskin Targe,Shield
2257,Bull Hoplon,Shield
2260,Decorated Buckler,Shield
2262,Decorated Iron Scutum,Shield
2264,Vintage Buckler,Shield
2268,Bladed Lantern Shield,Shield
2270,Raptorskin Targe,Shield
2278,Vintage Scutum,Shield
2279,Cobalt Scutum,Shield
2287,Eagle-crested Round Shield,Shield
2289,Vintage Round Shield,Shield
2294,Kite Shield,Shield
2296,Cobalt Bladed Lantern Shield,Shield
2298,Oxblood Targe,Shield
2300,Vintage Kite Shield,Shield
2302,Darksteel Scutum,Shield
2303,Darksteel Buckler,Shield
2304,Spruce Round Shield,Shield
2315,Bronze Saw,Carpenter's Primary Tool
2316,Amateur's Saw,Carpenter's Primary Tool
2317,Chocobotail Saw,Carpenter's Primary Tool
2318,Initiate's Saw,Carpenter's Primary Tool
2319,Bas-relief Iron Saw,Carpenter's Primary Tool
2320,Iron Chocobotail Saw,Carpenter's Primary Tool
2321,Bas-relief Steel Saw,Carpenter's Primary Tool
2322,Crosscut Saw,Carpenter's Primary Tool
2323,Mythril Saw,Carpenter's Primary Tool
2324,Mythril Chocobotail Saw,Carpenter's Primary Tool
2325,Bas-relief Cobalt Saw,Carpenter's Primary Tool
2328,Amateur's Claw Hammer,Carpenter's Secondary Tool
2329,Bronze Claw Hammer,Carpenter's Secondary Tool
2331,Iron Claw Hammer,Carpenter's Secondary Tool
2332,Initiate's Claw Hammer,Carpenter's Secondary Tool
2334,Steel Claw Hammer,Carpenter's Secondary Tool
2335,Wrapped Steel Claw Hammer,Carpenter's Secondary Tool
2337,Mythril Claw Hammer,Carpenter's Secondary Tool
2338,Cobalt Claw Hammer,Carpenter's Secondary Tool
2339,Militia Claw Hammer,Carpenter's Secondary Tool
2341,Bronze Cross-pein Hammer,Blacksmith's Primary Tool
2342,Amateur's Cross-pein Hammer,Blacksmith's Primary Tool
2343,Birdsbeak Hammer,Blacksmith's Primary Tool
2344,Iron Cross-pein Hammer,Blacksmith's Primary Tool
2345,Initiate's Cross-pein Hammer,Blacksmith's Primary Tool
2346,Crowsbeak Hammer,Blacksmith's Primary Tool
2347,Heavy Crowsbeak Hammer,Blacksmith's Primary Tool
2348,Steel Cross-pein Hammer,Blacksmith's Primary Tool
2349,Steel Crowsbeak Hammer,Blacksmith's Primary Tool
2350,Wrapped Crowsbeak Hammer,Blacksmith's Primary Tool
2351,Cobalt Cross-pein Hammer,Blacksmith's Primary Tool
2352,Wrapped Hawksbeak Hammer,Blacksmith's Primary Tool
2355,Amateur's File,Blacksmith's Secondary Tool
2356,Bronze File,Blacksmith's Secondary Tool
2358,Iron File,Blacksmith's Secondary Tool
2359,Initiate's File,Blacksmith's Secondary Tool
2361,Steel File,Blacksmith's Secondary Tool
2363,Mythril File,Blacksmith's Secondary Tool
2364,Cobalt File,Blacksmith's Secondary Tool
2365,Militia File,Blacksmith's Secondary Tool
2367,Bronze Doming Hammer,Armorer's Primary Tool
2368,Amateur's Doming Hammer,Armorer's Primary Tool
2369,Bronze Raising Hammer,Armorer's Primary Tool
2370,Iron Doming Hammer,Armorer's Primary Tool
2371,Initiate's Doming Hammer,Armorer's Primary Tool
2372,Iron Raising Hammer,Armorer's Primary Tool
2373,Wrapped Iron Raising Hammer,Armorer's Primary Tool
2374,Steel Doming Hammer,Armorer's Primary Tool
2375,Steel Raising Hammer,Armorer's Primary Tool
2376,Cobalt Doming Hammer,Armorer's Primary Tool
2377,Cobalt Raising Hammer,Armorer's Primary Tool
2380,Amateur's Pliers,Armorer's Secondary Tool
2381,Bronze Pliers,Armorer's Secondary Tool
2383,Iron Pliers,Armorer's Secondary Tool
2384,Initiate's Pliers,Armorer's Secondary Tool
2386,Steel Pliers,Armorer's Secondary Tool
2388,Mythril Pliers,Armorer's Secondary Tool
2389,Cobalt Pliers,Armorer's Secondary Tool
2390,Militia Pliers,Armorer's Secondary Tool
2392,Bronze Chaser Hammer,Goldsmith's Primary Tool
2393,Amateur's Chaser Hammer,Goldsmith's Primary Tool
2394,Bronze Ornamental Hammer,Goldsmith's Primary Tool
2395,Iron Chaser Hammer,Goldsmith's Primary Tool
2396,Initiate's Chaser Hammer,Goldsmith's Primary Tool
2397,Iron Ornamental Hammer,Goldsmith's Primary Tool
2398,Steel Chaser Hammer,Goldsmith's Primary Tool
2399,Steel Ornamental Hammer,Goldsmith's Primary Tool
2400,Mythril Ornamental Hammer,Goldsmith's Primary Tool
2401,Mythril Lapidary Hammer,Goldsmith's Primary Tool
2402,Electrum Lapidary Hammer,Goldsmith's Primary Tool
2405,Amateur's Grinding Wheel,Goldsmith's Secondary Tool
2406,Ragstone Grinding Wheel,Goldsmith's Secondary Tool
2408,Mudstone Grinding Wheel,Goldsmith's Secondary Tool
2409,Initiate's Grinding Wheel,Goldsmith's Secondary Tool
2411,Siltstone Grinding Wheel,Goldsmith's Secondary Tool
2413,Garnet Grinding Wheel,Goldsmith's Secondary Tool
2414,Basilisk Grinding Wheel,Goldsmith's Secondary Tool
2415,Militia Grinding Wheel,Goldsmith's Secondary Tool
2417,Bronze Head Knife,Leatherworker's Primary Tool
2418,Amateur's Head Knife,Leatherworker's Primary Tool
2419,Brass Head Knife,Leatherworker's Primary Tool
2420,Initiate's Head Knife,Leatherworker's Primary Tool
2421,Iron Round Knife,Leatherworker's Primary Tool
2422,Iron Head Knife,Leatherworker's Primary Tool
2423,Silver Head Knife,Leatherworker's Primary Tool
2424,Steel Round Knife,Leatherworker's Primary Tool
2425,Mythril Head Knife,Leatherworker's Primary Tool
2426,Mythril Round Knife,Leatherworker's Primary Tool
2427,Electrum Head Knife,Leatherworker's Primary Tool
2430,Amateur's Awl,Leatherworker's Secondary Tool
2431,Bronze Awl,Leatherworker's Secondary Tool
2433,Iron Awl,Leatherworker's Secondary Tool
2434,Initiate's Awl,Leatherworker's Secondary Tool
2436,Steel Awl,Leatherworker's Secondary Tool
2437,Wrapped Steel Awl,Leatherworker's Secondary Tool
2439,Mythril Awl,Leatherworker's Secondary Tool
2440,Cobalt Awl,Leatherworker's Secondary Tool
2441,Militia Awl,Leatherworker's Secondary Tool
2443,Copper Needle,Weaver's Primary Tool
2444,Bat Fang Needle,Weaver's Primary Tool
2445,Amateur's Needle,Weaver's Primary Tool
2446,Brass Needle,Weaver's Primary Tool
2447,Initiate's Needle,Weaver's Primary Tool
2448,Silver Needle,Weaver's Primary Tool
2449,Worm Fang Needle,Weaver's Primary Tool
2450,Mythril Needle,Weaver's Primary Tool
2451,Wolf Fang Needle,Weaver's Primary Tool
2452,Thousand Needle,Weaver's Primary Tool
2453,Electrum Needle,Weaver's Primary Tool
2456,Amateur's Spinning Wheel,Weaver's Secondary Tool
2457,Ash Spinning Wheel,Weaver's Secondary Tool
2459,Initiate's Spinning Wheel,Weaver's Secondary Tool
2460,Elm Spinning Wheel,Weaver's Secondary Tool
2462,Walnut Spinning Wheel,Weaver's Secondary Tool
2464,Mahogany Spinning Wheel,Weaver's Secondary Tool
2465,Rosewood Spinning Wheel,Weaver's Secondary Tool
2466,Militia Spinning Wheel,Weaver's Secondary Tool
2468,Bronze Alembic,Alchemist's Primary Tool
2469,Amateur's Alembic,Alchemist's Primary Tool
2470,Brass Alembic,Alchemist's Primary Tool
2471,Initiate's Alembic,Alchemist's Primary Tool
2472,Iron Alembic,Alchemist's Primary Tool
2473,Conical Alembic,Alchemist's Primary Tool
2474,Steel Alembic,Alchemist's Primary Tool
2475,Silver Alembic,Alchemist's Primary Tool
2476,Mythril Alembic,Alchemist's Primary Tool
2477,Electrum Alembic,Alchemist's Primary Tool
2478,Thermal Alembic,Alchemist's Primary Tool
2481,Amateur's Mortar,Alchemist's Secondary Tool
2482,Bronze Mortar,Alchemist's Secondary Tool
2484,Iron Mortar,Alchemist's Secondary Tool
2485,Initiate's Mortar,Alchemist's Secondary Tool
2487,Steel Mortar,Alchemist's Secondary Tool
2488,Heavy Steel Mortar,Alchemist's Secondary Tool
2490,Mythril Mortar,Alchemist's Secondary Tool
2491,Cobalt Mortar,Alchemist's Secondary Tool
2492,Militia Mortar,Alchemist's Secondary Tool
2494,Bronze Skillet,Culinarian's Primary Tool
2495,Amateur's Skillet,Culinarian's Primary Tool
2496,Iron Skillet,Culinarian's Primary Tool
2497,Initiate's Skillet,Culinarian's Primary Tool
2498,Iron Frypan,Culinarian's Primary Tool
2499,Bomb Frypan,Culinarian's Primary Tool
2500,Steel Skillet,Culinarian's Primary Tool
2501,White Skillet,Culinarian's Primary Tool
2502,Steel Frypan,Culinarian's Primary Tool
2503,Cobalt Skillet,Culinarian's Primary Tool
2504,Hells' Kitchen,Culinarian's Primary Tool
2507,Amateur's Culinary Knife,Culinarian's Secondary Tool
2508,Bronze Culinary Knife,Culinarian's Secondary Tool
2510,Iron Culinary Knife,Culinarian's Secondary Tool
2511,Initiate's Culinary Knife,Culinarian's Secondary Tool
2513,Steel Culinary Knife,Culinarian's Secondary Tool
2514,Wrapped Steel Culinary Knife,Culinarian's Secondary Tool
2516,Mythril Culinary Knife,Culinarian's Secondary Tool
2517,Cobalt Culinary Knife,Culinarian's Secondary Tool
2518,Militia Culinary Knife,Culinarian's Secondary Tool
2520,Bronze Pickaxe,Miner's Primary Tool
2521,Amateur's Pickaxe,Miner's Primary Tool
2522,Plumed Bronze Pickaxe,Miner's Primary Tool
2523,Iron Pickaxe,Miner's Primary Tool
2524,Initiate's Pickaxe,Miner's Primary Tool
2525,Iron Dolabra,Miner's Primary Tool
2526,Steel Pickaxe,Miner's Primary Tool
2527,Steel Dolabra,Miner's Primary Tool
2528,Plumed Mythril Pickaxe,Miner's Primary Tool
2529,Cobalt Dolabra,Miner's Primary Tool
2530,Egret Dolabra,Miner's Primary Tool
2534,Bronze Sledgehammer,Miner's Secondary Tool
2536,Initiate's Sledgehammer,Miner's Secondary Tool
2537,Iron Sledgehammer,Miner's Secondary Tool
2539,Steel Sledgehammer,Miner's Secondary Tool
2540,Wrapped Steel Sledgehammer,Miner's Secondary Tool
2542,Mythril Sledgehammer,Miner's Secondary Tool
2543,Cobalt Sledgehammer,Miner's Secondary Tool
2544,Militia Sledgehammer,Miner's Secondary Tool
2546,Bronze Hatchet,Botanist's Primary Tool
2547,Amateur's Hatchet,Botanist's Primary Tool
2548,Iron Hatchet,Botanist's Primary Tool
2549,Initiate's Hatchet,Botanist's Primary Tool
2550,Brass Hatchet,Botanist's Primary Tool
2551,Plumed Iron Hatchet,Botanist's Primary Tool
2552,Steel Hatchet,Botanist's Primary Tool
2553,Plumed Steel Hatchet,Botanist's Primary Tool
2554,Mythril Hatchet,Botanist's Primary Tool
2555,Cobalt Hatchet,Botanist's Primary Tool
2556,Horned Hatchet,Botanist's Primary Tool
2560,Bronze Scythe,Botanist's Secondary Tool
2562,Iron Scythe,Botanist's Secondary Tool
2563,Initiate's Scythe,Botanist's Secondary Tool
2565,Steel Scythe,Botanist's Secondary Tool
2566,Wrapped Steel Scythe,Botanist's Secondary Tool
2568,Mythril Scythe,Botanist's Secondary Tool
2569,Cobalt Scythe,Botanist's Secondary Tool
2570,Militia Scythe,Botanist's Secondary Tool
2572,Maple Fishing Rod,Fisher's Primary Tool
2573,Amateur's Fishing Rod,Fisher's Primary Tool
2574,Elm Fishing Rod,Fisher's Primary Tool
2575,Initiate's Fishing Rod,Fisher's Primary Tool
2576,Yew Fishing Rod,Fisher's Primary Tool
2577,Staghorn Fishing Rod,Fisher's Primary Tool
2578,Walnut Fishing Rod,Fisher's Primary Tool
2579,Horn Fishing Rod,Fisher's Primary Tool
2580,Mahogany Fishing Rod,Fisher's Primary Tool
2581,Rosewood Fishing Rod,Fisher's Primary Tool
2582,Gilded Rosewood Fishing Rod,Fisher's Primary Tool
2588,Crayfish Ball,Fishing Tackle
2589,Goby Ball,Fishing Tackle
2593,Crab Ball,Fishing Tackle
2595,Bass Ball,Fishing Tackle
2598,Herring Ball,Fishing Tackle
2610,Chocobo Fly,Fishing Tackle
2611,Floating Minnow,Fishing Tackle
2612,Brass Spoon Lure,Fishing Tackle
2614,Crow Fly,Fishing Tackle
2615,Silver Spoon Lure,Fishing Tackle
2616,Steel Jig,Fishing Tackle
2617,Sinking Minnow,Fishing Tackle
2618,Snurble Fly,Fishing Tackle
2619,Heavy Steel Jig,Fishing Tackle
2620,Spinner,Fishing Tackle
2622,Mythril Spoon Lure,Fishing Tackle
2623,Wildfowl Fly,Fishing Tackle
2624,Topwater Frog,Fishing Tackle
2625,Rainbow Spoon Lure,Fishing Tackle
2626,Spinnerbait,Fishing Tackle
2627,Streamer,Fishing Tackle
2628,Yumizuno,Fishing Tackle
2629,Hempen Coif,Head
2630,Hempen Coif of Gathering,Head
2631,Leather Calot,Head
2650,Company Hat,Head
2652,Hempen Bandana,Head
2653,Leather Eyepatch,Head
2654,Hard Leather Pot Helm,Head
2655,Hempen Hat,Head
2656,Bronze Chain Coif,Head
2658,Straw Hat,Head
2660,Amateur's Headgear,Head
2661,Amateur's Hempen Coif,Head
2662,Bronze Sallet,Head
2663,Stablemaid's Hat,Head
2664,Bronze Barbut,Head
2665,Cotton Turban,Head
2666,Stablehand's Hat,Head
2668,Brass Spectacles,Head
2669,Hard Leather Eyepatch,Head
2670,Cotton Scarf,Head
2672,Hard Leather Skullcap,Head
2673,Bronze Celata,Head
2675,Ash Mask,Head
2677,Hunting Hat,Head
2679,Plundered Cavalier's Hat,Duty item
2680,Decorated Bronze Barbut,Head
2682,Pirate's Bandana,Duty item
2683,Plundered Goggles,Duty item
2684,Plundered Celata,Duty item
2685,Brass Circlet (Sunstone),Head
2687,Brass Circlet (Danburite),Head
2689,Brass Circlet (Malachite),Head
2691,Brass Circlet (Sphene),Head
2693,Brass Circlet (Fluorite),Head
2695,Brass Circlet (Lapis Lazuli),Head
2697,Goatskin Pot Helm,Head
2699,Cotton Coif,Head
2700,Cotton Coif of Gathering,Head
2703,Ash Mask (Lapis Lazuli),Head
2708,Iron Sallet,Head
2710,Goatskin Eyepatch,Head
2712,Iron Celata,Head
2714,Initiate's Headgear,Head
2719,Cotton Sugarloaf Hat,Head
2721,Doctore's Chain Coif,Duty item
2722,Doctore's Hat,Duty item
2723,Iron Elmo,Head
2725,Reinforced Iron Sallet,Head
2727,Velveteen Bandana,Head
2728,Silver Spectacles,Head
2729,Velveteen Turban,Head
2731,Silver Magnifiers,Head
2733,Velveteen Wedge Cap of Crafting,Head
2734,Velveteen Wedge Cap of Gathering,Head
2735,Silver Circlet (Garnet),Head
2737,Silver Circlet (Goshenite),Head
2739,Silver Circlet (Peridot),Head
2741,Silver Circlet (Heliodor),Head
2743,Silver Circlet (Amethyst),Head
2745,Silver Circlet (Aquamarine),Head
2750,Velveteen Beret,Head
2753,Steel Sallet,Head
2755,Steel Celata,Head
2757,Vintage Celata,Head
2758,Steel Goggles,Head
2763,Velveteen Sugarloaf Hat,Head
2765,Steel Elmo,Head
2767,Skull Eyepatch,Head
2769,Mythril Magnifiers,Head
2774,Mythril Spectacles,Head
2776,Linen Turban,Head
2778,Angler's Hat,Head
2779,Linen Hat,Head
2785,Vintage Chef's Hat,Head
2786,Steel Barbut,Head
2788,Boarskin Pot Helm,Head
2790,Mythril Circlet (Rubellite),Head
2792,Mythril Circlet (Zircon),Head
2794,Mythril Circlet (Tourmaline),Head
2796,Mythril Circlet (Amber),Head
2798,Mythril Circlet (Spinel),Head
2800,Mythril Circlet (Turquoise),Head
2802,Mythril Elmo,Head
2804,Linen Wedge Cap of Crafting,Head
2805,Linen Wedge Cap of Gathering,Head
2806,Woolen Coif,Head
2808,Woolen Coif of Gathering,Head
2810,Woolen Turban,Head
2812,Mythril Celata,Head
2814,Woolen Hat,Head
2816,Linen Deerstalker,Head
2817,Mythril Barbut,Head
2819,Mythril Mesail,Head
2825,Ranger's Hat,Head
2827,Mythril Chain Coif,Head
2829,Woolen Beret,Head
2830,Reinforced Mythril Elmo,Head
2832,Woolen Cavalier's Hat,Head
2834,Cobalt Preserves,Head
2835,Felt Coif,Head
2837,Felt Coif of Gathering,Head
2850,Cobalt Elmo,Head
2852,Felt Hat,Head
2854,Woolen Deerstalker,Head
2855,Vintage Jester's Cap,Head
2856,Pince-nez,Duty item
2857,Electrum Monocle,Head
2859,Cobalt Barbut,Head
2861,Cobalt Mesail,Head
2862,Raptorskin Pot Helm,Head
2870,Electrum Circlet (Rubellite),Head
2872,Electrum Circlet (Zircon),Head
2874,Electrum Circlet (Tourmaline),Head
2876,Electrum Circlet (Amber),Head
2878,Electrum Circlet (Spinel),Head
2880,Electrum Circlet (Turquoise),Head
2882,Rainmaker's Hat,Head
2884,Cobalt Chain Coif,Head
2886,Felt Beret,Head
2887,Buccaneer's Tricorne,Duty item
2888,Vintage Coif,Head
2889,Cobalt Celata,Head
2891,Felt Cavalier's Hat,Head
2893,Cobalt Sallet,Head
2895,Patrician's Wedge Cap,Head
2896,Templar's Chain Coif,Duty item
2906,Harlequin's Cap,Duty item
2911,Militia Barbut,Head
2912,Militia Armet,Head
2913,Militia Hat,Head
2915,Silver Tricorne,Head
2919,Sentinel's Celata,Duty item
2920,Carpenter's Hood,Head
2921,Blacksmith's Goggles,Head
2922,Armorer's Visor,Head
2923,Goldsmith's Turban,Head
2924,Leatherworker's Hat,Head
2925,Weaver's Gibus,Head
2926,Alchemist's Monocle,Head
2927,Culinarian's Hat,Head
2928,Hamlet Digger's Helmet,Head
2929,Hamlet Cutter's Hat,Head
2930,Hamlet Puller's Hat,Head
2932,Rose Gold Circlet,Head
2933,Imperial Operative Tricorne,Head
