timestamp,itemId,pricePerUnit,quantity,hq
1788729598,6563,10000,1,0
1788731108,6645,5000,1,0
1788731111,6645,5000,1,0
1788731561,24514,19999,1,0
1788731562,24514,25990,1,0
1788731563,24514,25990,1,0
1788731564,24514,25990,1,0
1788731566,24514,25990,1,0
1788732875,7963,35150,1,0
1788734165,6645,5000,1,0
1788734167,6645,5000,1,0
1788734168,6645,14927,1,0
1788734170,6645,14928,1,0
1788734172,6645,14930,1,0
1788734173,6645,14930,1,0
1788734174,6645,25000,1,0
1788734512,27295,9,1,0
1788735037,27295,10,1,0
1788735897,24512,15795,1,0
1788735898,24512,15795,1,0
1788739434,24525,38993,1,0
1788739562,6621,29999,1,0
1788739565,6621,30000,1,0
1788741434,6491,300,1,0
1788744476,6586,173998,1,0
1788744478,6586,173998,1,0
1788744479,6586,174000,1,0
1788745754,6476,98993,1,0
1788748753,6621,30119,1,0
1788750410,6559,44000,1,0
1788750610,13077,25000,1,0
1788750918,27297,33028,1,0
1788751153,7970,17998,1,0
1788765070,6621,30120,1,0
1788765158,24525,38992,1,0
1788765159,24525,38993,1,0
1788766620,7970,17998,1,0
1788766621,7970,17998,1,0
1788768597,24525,38993,1,0
1788768599,24525,38993,1,0
1788772827,6479,9988,1,0
1788772829,6479,9988,1,0
1788722976,8834,1140,1,0
1788725401,8813,20000,1,0
1788725598,27296,18995,1,0
1788725600,27296,18995,1,0
1788725601,27296,18995,1,0
1788725603,27296,18995,1,0
1788735132,6458,150001,1,0
1788735155,8831,135000,1,0
1788736868,14181,500,10,0
1788737102,8805,25060,1,0
1788741191,24536,34994,1,0
1788741192,24536,34995,1,0
1788744352,24512,15795,1,0
1788744550,15151,68974,1,0
1788744554,15151,68975,1,0
1788744556,15151,68975,1,0
1788744559,15151,68978,1,0
1788748690,6615,18990,1,0
1788748698,6619,54997,1,0
1788753552,7963,50000,1,0
1788753750,27297,37028,1,0
1788755489,23874,2499,1,0
1788759996,8797,20000,1,0
1788759999,8797,20000,1,0
1788766838,7970,17998,1,0
1788766839,7970,17998,1,0
1788768017,13075,9998,1,0
1788768018,13075,9998,1,0
1788768020,13075,9999,1,0
1788768022,13075,10000,1,0
1788799383,27272,4999,1,0
1788800526,6479,9987,1,0
1788805236,24526,15000,1,0
1788806011,6529,26000,1,0
1788806696,6637,25000,1,0
1788806697,6637,25000,1,0
1788806710,7086,220000,1,0
1788811560,13075,19850,1,0
1788814736,7148,37494,1,0
1788815614,15974,41247,1,0
1788815615,15974,41247,1,0
1788815617,15974,41247,1,0
1788815618,15974,41247,1,0
1788815619,15974,41247,1,0
1788815866,24536,34750,1,0
1788816239,24536,35000,1,0
1788816905,6629,30000,1,0
1788819915,15974,41247,1,0
1788819916,15974,41247,1,0
1788819918,15974,41247,1,0
1788819926,15974,41247,1,0
1788819928,15974,41248,1,0
1788819929,15974,41249,1,0
1788823903,27274,14985,1,0
1788823905,27274,14990,1,0
1788823907,27274,25000,1,0
1788826378,17971,69999,1,0
1788826379,17971,70000,1,0
1788827287,6455,45001,1,0
1788829541,6654,39995,1,0
1788829543,6654,40000,1,0
1788832041,8797,20000,1,0
1788836921,7979,29980,1,0
1788816784,8811,26000,1,0
1788816881,24536,35500,1,0
1788826443,6592,69449,1,0
1788827267,6401,2950,1,0
1788830348,15974,41248,1,0
1788830349,15974,41248,1,0
1788830350,15974,41248,1,0
1788830351,15974,41248,1,0
1788830353,15974,41248,1,0
1788830354,15974,41249,1,0
1788842688,6479,9988,1,0
1788842689,6479,9988,1,0
1788842690,6479,10000,1,0
1788844631,7979,29980,1,0
1788897141,7979,29980,1,0
1788897264,7970,17890,1,0
1788897291,24526,26000,1,0
1788908803,23879,24996,1,0
1788921659,24536,35991,1,0
1788927606,13077,12000,1,0
1788927607,13077,19995,1,0
1788927609,13077,19995,1,0
1788948068,8811,10000,1,0
1788968771,8811,10000,1,0
1788889867,27268,6993,1,0
1788889869,27268,6994,1,0
1788889870,27268,6999,1,0
1788889871,27268,7000,1,0
1788889873,27268,7000,1,0
1788889874,27268,7000,1,0
1788889876,27268,7000,1,0
1788889877,27268,7000,1,0
1788897272,8002,28896,1,0
1788897281,9734,44999,1,0
1788904799,8797,20000,1,0
1788904800,8797,20000,1,0
1788905900,27268,7000,1,0
1788909445,24512,15795,1,0
1788909446,24512,15795,1,0
1788909447,24512,15795,1,0
1788909448,24512,15795,1,0
1788914107,6559,39999,1,0
1788923180,7767,94,12,0
1788948252,6635,20000,1,0
1788948448,17971,69990,1,0
1788948588,24525,38950,1,0
1788948604,8797,20000,1,0
1788948605,8797,20000,1,0
1788948606,8797,20000,1,0
1788948608,8797,20000,1,0
1788948609,8797,20000,1,0
1788955547,6548,3500,1,0
1788968913,6670,59999,1,0
1788971319,15974,24998,1,0
1788971401,6591,15000,1,0
1788972606,23894,28000,1,0
1788972607,23894,28000,1,0
1788972609,23894,28000,1,0
1788974150,17955,149998,1,0
1788974151,17955,149998,1,0
1788976330,6494,11993,1,0
1788977540,27296,10000,1,0
1788989360,15974,24000,1,0
1788989362,15974,24000,1,0
1788989363,15974,24000,1,0
1788989365,15974,24998,1,0
1788989366,15974,24998,1,0
1788989367,15974,24998,1,0
1788989369,15974,24998,1,0
1788989371,15974,24998,1,0
1788993256,15151,69990,1,0
1788993258,15151,69990,1,0
1788993396,7979,27999,1,0
1788993397,7979,27999,1,0
1788993672,24511,27000,1,0
1788999191,6494,11993,1,0
1789004042,8790,55000,1,0
1789005241,6559,39997,1,0
1789006108,8790,64000,1,0
1789007551,14241,10000,1,0
1789016968,24514,25980,1,0
1789016969,24514,25980,1,0
1789016970,24514,25980,1,0
1789016971,24514,25980,1,0
1789016972,24514,25980,1,0
1789016973,24514,25980,1,0
1789016974,24514,25980,1,0
1789016975,24514,25980,1,0
1789016976,24514,25980,1,0
1789016977,24514,25989,1,0
1789016978,24514,25989,1,0
1789016979,24514,25999,1,0
1789016980,24514,26000,1,0
1789016981,24514,26000,1,0
1789016982,24514,26000,1,0
1789016983,24514,26000,1,0
1789016984,24514,26000,1,0
1789016985,24514,26000,1,0
1789017390,15974,22000,1,0
1789017567,24514,26000,1,0
1789017569,24514,26000,1,0
1789029677,23891,49994,1,0
1789031777,16935,90745,1,0
1789040044,27268,5150,1,0
1789040046,27268,8900,1,0
1788974044,6549,33999,1,0
1788974045,6549,34000,1,0
1788998277,6596,4090,1,0
1789000600,6402,800,1,0
1789000733,8797,20000,1,0
1789005279,23893,79987,1,0
1789007755,6644,38999,1,0
1789007772,6646,35000,1,0
1789014489,12114,300,1,0
1789017318,6634,174089,1,0
1789017319,6634,174089,1,0
1789017320,6634,174090,1,0
1789017334,8790,64000,1,0
1789017335,8790,64000,1,0
1789017336,8790,64999,1,0
1789019278,6645,4998,1,0
1789026070,7970,17000,1,0
1789026073,7970,17000,1,0
1789033865,8797,20000,1,0
1789033867,8797,20000,1,0
1789060768,8802,1000,1,0
1789076357,23893,79973,1,0
1789078396,7970,16890,1,0
1789078398,7970,16890,1,0
1789078731,8790,72000,1,0
1789091776,8806,99990,1,0
1789091777,8806,99990,1,0
1789091914,7979,26999,1,0
1789093687,6520,19548,1,0
1789093742,6569,75900,1,0
1789104245,6487,34199,1,0
1789108746,15974,20997,1,0
1789108751,15974,20997,1,0
1789108754,15974,20997,1,0
1789108759,15974,20999,1,0
1789116171,8797,20000,1,0
1789116173,8797,20000,1,0
1789116174,8797,20000,1,0
1789116176,8797,20000,1,0
1789116178,8797,20000,1,0
1789116180,8797,20000,1,0
1789116181,8797,20000,1,0
1789116183,8797,20000,1,0
1789116184,8797,20000,1,0
1789116185,8797,20000,1,0
1789116187,8797,20000,1,0
1789116188,8797,20000,1,0
1789116203,8797,20000,1,0
1789116205,8797,20000,1,0
1789116207,8797,20000,1,0
1789116208,8797,20000,1,0
1789116209,8797,20000,1,0
1789116212,8797,20000,1,0
1789116214,8797,20000,1,0
1789116215,8797,20000,1,0
1789131218,24512,14000,1,0
1789131219,24512,14000,1,0
1789142285,24525,38920,1,0
1789142286,24525,38920,1,0
